No,Time,Obs,Fitted,dual,Type,Position
1,1,-38.625,-7.377,-3.12E+01,1,1
2,2,-39,-13.051,-2.59E+01,1,1
3,3,-39,-16.771,-2.22E+01,1,1
4,4,-39.625,-19.691,-1.99E+01,1,1
5,5,-39,-21.949,-1.71E+01,1,1
6,6,-39.75,-23.943,-1.58E+01,1,1
7,7,-40,-25.659,-1.43E+01,1,1
8,8,-40,-27.182,-1.28E+01,1,1
9,9,-40,-28.552,-1.14E+01,1,1
10,10,-32.875,-24.636,-8.24E+00,1,1
11,11,8.375,-13.739,2.21E+01,1,1
12,12,6.25,-9.839,1.61E+01,1,1
13,13,4.125,-4.176,8.30E+00,1,1
14,14,2,-4.207,6.21E+00,1,1
15,15,0.375,-5.44,5.82E+00,1,1
16,16,-0.5,-6.664,6.16E+00,1,1
17,17,-2.375,-7.822,5.45E+00,1,1
18,18,-4.5,-8.98,4.48E+00,1,1
19,19,-6.625,-10.048,3.42E+00,1,1
20,20,-8.5,-11.119,2.62E+00,1,1
21,21,-10.25,-12.215,1.97E+00,1,1
22,22,-11.625,-13.344,1.72E+00,1,1
23,23,-13.25,-14.373,1.12E+00,1,1
24,24,-14.5,-15.433,9.33E-01,1,1
25,25,-16.25,-16.412,1.62E-01,1,1
26,26,-17.5,-17.387,-1.13E-01,1,1
27,27,-19.25,-18.264,-9.86E-01,1,1
28,28,-21.375,-19.166,-2.21E+00,1,1
29,29,-23.125,-20.027,-3.10E+00,1,1
30,30,-24.875,-20.9,-3.98E+00,1,1
31,31,-26.375,-21.798,-4.58E+00,1,1
32,32,-27.5,-22.699,-4.80E+00,1,1
33,33,-28.25,-23.609,-4.64E+00,1,1
34,34,-29,-24.501,-4.50E+00,1,1
35,35,-29.75,-25.38,-4.37E+00,1,1
36,36,-30,-26.234,-3.77E+00,1,1
37,37,-30,-27.028,-2.97E+00,1,1
38,38,-30,-27.78,-2.22E+00,1,1
39,39,-30,-28.492,-1.51E+00,1,1
40,40,-30,-29.162,-8.38E-01,1,1
41,41,-30,-29.805,-1.95E-01,1,1
42,42,-30.625,-30.39,-2.35E-01,1,1
43,43,-31,-30.955,-4.52E-02,1,1
44,44,-31,-31.481,4.81E-01,1,1
45,45,-31,-31.984,9.84E-01,1,1
46,46,-31,-32.475,1.47E+00,1,1
47,47,-31.5,-32.937,1.44E+00,1,1
48,48,-32,-33.384,1.38E+00,1,1
49,49,-32.25,-33.802,1.55E+00,1,1
50,50,-33,-34.201,1.20E+00,1,1
51,51,-33.625,-34.588,9.63E-01,1,1
52,52,-34.5,-34.947,4.47E-01,1,1
53,53,-35,-35.308,3.08E-01,1,1
54,54,-35,-35.661,6.61E-01,1,1
55,55,-35.5,-36.014,5.14E-01,1,1
56,56,-36,-36.367,3.67E-01,1,1
57,57,-36,-36.473,4.73E-01,1,1
58,58,-36,-36.489,4.89E-01,1,1
59,59,-36,-36.568,5.68E-01,1,1
60,60,-36,-36.37,3.70E-01,1,1
61,61,-36,-36.403,4.03E-01,1,1
62,62,-36,-36.79,7.90E-01,1,1
63,63,-36,-37.213,1.21E+00,1,1
64,64,-36,-37.614,1.61E+00,1,1
65,65,-36,-37.994,1.99E+00,1,1
66,66,-36,-38.355,2.36E+00,1,1
67,67,-36,-38.687,2.69E+00,1,1
68,68,-36.25,-39.004,2.75E+00,1,1
69,69,-37,-39.309,2.31E+00,1,1
70,70,-37,-39.609,2.61E+00,1,1
71,71,-37,-39.909,2.91E+00,1,1
72,72,-37,-40.198,3.20E+00,1,1
73,73,-37,-40.482,3.48E+00,1,1
74,74,-37.625,-40.754,3.13E+00,1,1
75,75,-38.25,-41.014,2.76E+00,1,1
76,76,-39,-41.265,2.27E+00,1,1
77,77,-40,-41.503,1.50E+00,1,1
78,78,-40.75,-41.739,9.89E-01,1,1
79,79,-41,-41.969,9.69E-01,1,1
80,80,-41,-42.195,1.19E+00,1,1
81,81,-41,-42.418,1.42E+00,1,1
82,82,-41,-42.634,1.63E+00,1,1
83,83,-41,-42.847,1.85E+00,1,1
84,84,-41,-43.057,2.06E+00,1,1
85,85,-41,-43.266,2.27E+00,1,1
86,86,-41,-43.478,2.48E+00,1,1
87,87,-41,-43.686,2.69E+00,1,1
88,88,-41,-43.891,2.89E+00,1,1
89,89,-40,-44.095,4.09E+00,1,1
90,90,-40,-44.08,4.08E+00,1,1
91,91,-40,-43.522,3.52E+00,1,1
92,92,-40,-42.899,2.90E+00,1,1
93,93,-39.75,-42.451,2.70E+00,1,1
94,94,-38.625,-41.972,3.35E+00,1,1
95,95,-38.875,-42.014,3.14E+00,1,1
96,96,-39,-42.363,3.36E+00,1,1
97,97,-39,-42.75,3.75E+00,1,1
98,98,-39.625,-43.107,3.48E+00,1,1
99,99,-40.375,-43.41,3.04E+00,1,1
100,100,-41.375,-43.671,2.30E+00,1,1
101,101,-42.5,-43.897,1.40E+00,1,1
102,102,-43,-44.09,1.09E+00,1,1
103,103,-43.25,-44.257,1.01E+00,1,1
104,104,-44,-44.407,4.07E-01,1,1
105,105,-44,-44.544,5.44E-01,1,1
106,106,-44,-44.675,6.75E-01,1,1
107,107,-44,-44.8,8.00E-01,1,1
108,108,-43,-44.921,1.92E+00,1,1
109,109,-43,-45.042,2.04E+00,1,1
110,110,-43,-45.163,2.16E+00,1,1
111,111,-43,-45.289,2.29E+00,1,1
112,112,-43,-45.415,2.41E+00,1,1
113,113,-43,-45.542,2.54E+00,1,1
114,114,-42.25,-45.666,3.42E+00,1,1
115,115,-42,-45.787,3.79E+00,1,1
116,116,-42,-45.905,3.90E+00,1,1
117,117,-42,-46.018,4.02E+00,1,1
118,118,-42.5,-46.128,3.63E+00,1,1
119,119,-43,-45.799,2.80E+00,1,1
120,120,-41.125,-44.563,3.44E+00,1,1
121,121,-39,-43.417,4.42E+00,1,1
122,122,-39,-42.773,3.77E+00,1,1
123,123,-39.125,-42.141,3.02E+00,1,1
124,124,-40,-41.603,1.60E+00,1,1
125,125,-40.875,-41.337,4.62E-01,1,1
126,126,-41.125,-41.183,5.79E-02,1,1
127,127,-42,-41.375,-6.25E-01,1,1
128,128,-42.375,-41.603,-7.72E-01,1,1
129,129,-43,-41.809,-1.19E+00,1,1
130,130,-43,-41.994,-1.01E+00,1,1
131,131,-43,-42.163,-8.37E-01,1,1
132,132,-43,-42.326,-6.74E-01,1,1
133,133,-43,-42.481,-5.19E-01,1,1
134,134,-43,-42.631,-3.69E-01,1,1
135,135,-43,-42.775,-2.25E-01,1,1
136,136,-43,-42.918,-8.24E-02,1,1
137,137,-43,-42.071,-9.29E-01,1,1
138,138,-43,-38.903,-4.10E+00,1,1
139,139,-43,-36.489,-6.51E+00,1,1
140,140,-42,-36.098,-5.90E+00,1,1
141,141,-41,-36.468,-4.53E+00,1,1
142,142,-41,-37.174,-3.83E+00,1,1
143,143,-41,-37.805,-3.20E+00,1,1
144,144,-41,-38.335,-2.67E+00,1,1
145,145,-41,-38.75,-2.25E+00,1,1
146,146,-41,-39.091,-1.91E+00,1,1
147,147,-41.75,-39.388,-2.36E+00,1,1
148,148,-42,-39.645,-2.35E+00,1,1
149,149,-42.875,-39.884,-2.99E+00,1,1
150,150,-43,-40.118,-2.88E+00,1,1
151,151,-44,-40.353,-3.65E+00,1,1
152,152,-44,-40.598,-3.40E+00,1,1
153,153,-44,-40.86,-3.14E+00,1,1
154,154,-44,-41.139,-2.86E+00,1,1
155,155,-44,-41.08,-2.92E+00,1,1
156,156,-44,-40.433,-3.57E+00,1,1
157,157,-44,-39.726,-4.27E+00,1,1
158,158,-44,-38.307,-5.69E+00,1,1
159,159,-43.25,-36.694,-6.56E+00,1,1
160,160,-43,-36.395,-6.60E+00,1,1
161,161,-42.375,-36.702,-5.67E+00,1,1
162,162,-41.5,-37.173,-4.33E+00,1,1
163,163,-41,-37.904,-3.10E+00,1,1
164,164,-41,-38.586,-2.41E+00,1,1
165,165,-41,-39.183,-1.82E+00,1,1
166,166,-40.625,-39.69,-9.35E-01,1,1
167,167,-41,-40.138,-8.62E-01,1,1
168,168,-41,-40.533,-4.67E-01,1,1
169,169,-41,-40.892,-1.08E-01,1,1
170,170,-41.75,-41.228,-5.22E-01,1,1
171,171,-42.5,-41.547,-9.53E-01,1,1
172,172,-43.625,-41.858,-1.77E+00,1,1
173,173,-44.75,-42.155,-2.60E+00,1,1
174,174,-45.5,-42.455,-3.05E+00,1,1
175,175,-46,-42.757,-3.24E+00,1,1
176,176,-46,-43.063,-2.94E+00,1,1
177,177,-46,-43.376,-2.62E+00,1,1
178,178,-46,-43.686,-2.31E+00,1,1
179,179,-46,-43.998,-2.00E+00,1,1
180,180,-46,-44.307,-1.69E+00,1,1
181,181,-45.75,-44.614,-1.14E+00,1,1
182,182,-45,-44.922,-7.81E-02,1,1
183,183,-45,-45.218,2.18E-01,1,1
184,184,-45,-45.515,5.15E-01,1,1
185,185,-45,-45.801,8.01E-01,1,1
186,186,-45,-46.074,1.07E+00,1,1
187,187,-45,-46.342,1.34E+00,1,1
188,188,-45,-46.598,1.60E+00,1,1
189,189,-45,-46.85,1.85E+00,1,1
190,190,-45,-47.093,2.09E+00,1,1
191,191,-45,-47.334,2.33E+00,1,1
192,192,-45,-47.564,2.56E+00,1,1
193,193,-45.375,-47.785,2.41E+00,1,1
194,194,-46,-47.997,2.00E+00,1,1
195,195,-46.75,-48.199,1.45E+00,1,1
196,196,-47.5,-48.392,8.92E-01,1,1
197,197,-48,-48.579,5.79E-01,1,1
198,198,-49,-48.756,-2.44E-01,1,1
199,199,-49,-48.93,-7.03E-02,1,1
200,200,-49,-49.101,1.01E-01,1,1
201,201,-49,-49.27,2.70E-01,1,1
202,202,-49,-49.433,4.33E-01,1,1
203,203,-49,-49.594,5.94E-01,1,1
204,204,-48,-49.75,1.75E+00,1,1
205,205,-48,-49.902,1.90E+00,1,1
206,206,-48,-50.048,2.05E+00,1,1
207,207,-48,-50.192,2.19E+00,1,1
208,208,-48,-50.331,2.33E+00,1,1
209,209,-47.875,-50.469,2.59E+00,1,1
210,210,-47.375,-50.603,3.23E+00,1,1
211,211,-47.375,-50.734,3.36E+00,1,1
212,212,-47,-50.864,3.86E+00,1,1
213,213,-47,-50.989,3.99E+00,1,1
214,214,-47,-51.114,4.11E+00,1,1
215,215,-47,-50.94,3.94E+00,1,1
216,216,-47.75,-49.552,1.80E+00,1,1
217,217,-47.25,-47.777,5.27E-01,1,1
218,218,-46,-47.556,1.56E+00,1,1
219,219,-46,-47.762,1.76E+00,1,1
220,220,-46,-48.047,2.05E+00,1,1
221,221,-47,-48.315,1.32E+00,1,1
222,222,-47.75,-48.536,7.86E-01,1,1
223,223,-48,-48.726,7.26E-01,1,1
224,224,-48.125,-48.875,7.50E-01,1,1
225,225,-48.125,-48.995,8.70E-01,1,1
226,226,-48,-49.097,1.10E+00,1,1
227,227,-48,-49.186,1.19E+00,1,1
228,228,-48,-49.266,1.27E+00,1,1
229,229,-48,-49.343,1.34E+00,1,1
230,230,-48,-49.417,1.42E+00,1,1
231,231,-48,-49.492,1.49E+00,1,1
232,232,-48,-49.567,1.57E+00,1,1
233,233,-48,-49.644,1.64E+00,1,1
234,234,-48,-48.702,7.02E-01,1,1
235,235,-48,-45.826,-2.17E+00,1,1
236,236,-48,-42.454,-5.55E+00,1,1
237,237,-47.75,-39.553,-8.20E+00,1,1
238,238,-47,-39.212,-7.79E+00,1,1
239,239,-46.5,-39.408,-7.09E+00,1,1
240,240,-46,-39.552,-6.45E+00,1,1
241,241,-45.375,-40.321,-5.05E+00,1,1
242,242,-45,-41.105,-3.89E+00,1,1
243,243,-45,-41.804,-3.20E+00,1,1
244,244,-45,-42.394,-2.61E+00,1,1
245,245,-45,-42.907,-2.09E+00,1,1
246,246,-45,-43.342,-1.66E+00,1,1
247,247,-45,-43.72,-1.28E+00,1,1
248,248,-45,-44.062,-9.38E-01,1,1
249,249,-45,-44.352,-6.48E-01,1,1
250,250,-45,-44.61,-3.90E-01,1,1
251,251,-45,-44.844,-1.56E-01,1,1
252,252,-45.5,-45.06,-4.40E-01,1,1
253,253,-46,-45.267,-7.33E-01,1,1
254,254,-46,-45.464,-5.36E-01,1,1
255,255,-45,-45.652,6.52E-01,1,1
256,256,-45,-45.833,8.33E-01,1,1
257,257,-45.125,-46.013,8.88E-01,1,1
258,258,-45.75,-46.193,4.43E-01,1,1
259,259,-46,-46.373,3.73E-01,1,1
260,260,-46,-46.555,5.55E-01,1,1
261,261,-46,-46.739,7.39E-01,1,1
262,262,-46,-46.924,9.24E-01,1,1
263,263,-46.125,-46.776,6.51E-01,1,1
264,264,-46.875,-45.955,-9.20E-01,1,1
265,265,-44.5,-45.357,8.57E-01,1,1
266,266,-42.625,-45.447,2.82E+00,1,1
267,267,-42,-45.701,3.70E+00,1,1
268,268,-41.625,-45.97,4.34E+00,1,1
269,269,-42.375,-46.204,3.83E+00,1,1
270,270,-43.25,-46.4,3.15E+00,1,1
271,271,-44.375,-46.563,2.19E+00,1,1
272,272,-45,-46.701,1.70E+00,1,1
273,273,-45,-46.823,1.82E+00,1,1
274,274,-45,-46.932,1.93E+00,1,1
275,275,-45,-45.155,1.55E-01,1,1
276,276,-45,-42.128,-2.87E+00,1,1
277,277,-45,-41.961,-3.04E+00,1,1
278,278,-44.75,-42.34,-2.41E+00,1,1
279,279,-44,-42.81,-1.19E+00,1,1
280,280,-44,-43.271,-7.29E-01,1,1
281,281,-44,-43.701,-2.99E-01,1,1
282,282,-44,-44.11,1.10E-01,1,1
283,283,-44,-44.491,4.91E-01,1,1
284,284,-44,-44.837,8.37E-01,1,1
285,285,-44,-45.155,1.16E+00,1,1
286,286,-44.5,-45.454,9.54E-01,1,1
287,287,-44.75,-45.525,7.75E-01,1,1
288,288,-39.625,-43.126,3.50E+00,1,1
289,289,-16.25,-39.975,2.37E+01,1,1
290,290,-19.625,-39.611,2.00E+01,1,1
291,291,-23.875,-39.793,1.59E+01,1,1
292,292,-26.75,-40.197,1.34E+01,1,1
293,293,-29.5,-40.389,1.09E+01,1,1
294,294,-31.875,-40.366,8.49E+00,1,1
295,295,-33.875,-40.135,6.26E+00,1,1
296,296,-35.25,-39.833,4.58E+00,1,1
297,297,-36.75,-39.507,2.76E+00,1,1
298,298,-38,-39.188,1.19E+00,1,1
299,299,-38.125,-38.914,7.89E-01,1,1
300,300,-39,-38.7,-3.00E-01,1,1
301,301,-39,-38.536,-4.64E-01,1,1
302,302,-39,-38.413,-5.87E-01,1,1
303,303,-39,-38.315,-6.85E-01,1,1
304,304,-39.75,-38.243,-1.51E+00,1,1
305,305,-40,-38.186,-1.81E+00,1,1
306,306,-40,-38.146,-1.85E+00,1,1
307,307,-40,-38.128,-1.87E+00,1,1
308,308,-41,-38.128,-2.87E+00,1,1
309,309,-41,-38.15,-2.85E+00,1,1
310,310,-41,-38.189,-2.81E+00,1,1
311,311,-41,-37.634,-3.37E+00,1,1
312,312,-41.75,-34.848,-6.90E+00,1,1
313,313,-40.25,-32.919,-7.33E+00,1,1
314,314,-38.25,-33.365,-4.89E+00,1,1
315,315,-37.125,-33.939,-3.19E+00,1,1
316,316,-37.5,-34.383,-3.12E+00,1,1
317,317,-38.75,-34.656,-4.09E+00,1,1
318,318,-39.625,-34.829,-4.80E+00,1,1
319,319,-40.75,-34.936,-5.81E+00,1,1
320,320,-41.5,-35.016,-6.48E+00,1,1
321,321,-42,-35.109,-6.89E+00,1,1
322,322,-42.75,-35.232,-7.52E+00,1,1
323,323,-43,-35.383,-7.62E+00,1,1
324,324,-43,-35.547,-7.45E+00,1,1
325,325,-43,-35.717,-7.28E+00,1,1
326,326,-43,-35.887,-7.11E+00,1,1
327,327,-43,-36.061,-6.94E+00,1,1
328,328,-43,-36.243,-6.76E+00,1,1
329,329,-43,-36.427,-6.57E+00,1,1
330,330,-43,-36.608,-6.39E+00,1,1
331,331,-43,-36.783,-6.22E+00,1,1
332,332,-43,-36.948,-6.05E+00,1,1
333,333,-43,-37.109,-5.89E+00,1,1
334,334,-43,-36.511,-6.49E+00,1,1
335,335,-43,-30.784,-1.22E+01,1,1
336,336,-34.625,-27.732,-6.89E+00,1,1
337,337,-32.5,-28.706,-3.79E+00,1,1
338,338,-33.75,-29.504,-4.25E+00,1,1
339,339,-35.375,-29.77,-5.60E+00,1,1
340,340,-37.375,-29.717,-7.66E+00,1,1
341,341,-38.375,-29.294,-9.08E+00,1,1
342,342,-39,-28.871,-1.01E+01,1,1
343,343,-39.625,-28.752,-1.09E+01,1,1
344,344,-40.375,-28.703,-1.17E+01,1,1
345,345,-41.375,-28.752,-1.26E+01,1,1
346,346,-42,-28.9,-1.31E+01,1,1
347,347,-42.5,-29.102,-1.34E+01,1,1
348,348,-42.875,-23.243,-1.96E+01,1,1
349,349,-39.375,-21.746,-1.76E+01,1,1
350,350,-36.5,-22.757,-1.37E+01,1,1
351,351,-36,-23.154,-1.28E+01,1,1
352,352,-36,-21.662,-1.43E+01,1,1
353,353,-16.375,-1.892,-1.45E+01,1,1
354,354,6.75,1.289,5.46E+00,1,1
355,355,4.125,0.445,3.68E+00,1,1
356,356,1.875,-0.031,1.91E+00,1,1
357,357,0.00E+00,-5.10E-01,5.10E-01,1,1
358,358,-1.625,-0.636,-9.89E-01,1,1
359,359,-4.125,-1.511,-2.61E+00,1,1
360,360,-6.875,-2.328,-4.55E+00,1,1
361,361,-9.125,-3.049,-6.08E+00,1,1
362,362,-11.625,-3.762,-7.86E+00,1,1
363,363,-14.25,-4.513,-9.74E+00,1,1
364,364,-17.375,-5.523,-1.19E+01,1,1
365,365,-20.375,-6.55,-1.38E+01,1,1
366,366,-22.5,-7.817,-1.47E+01,1,1
367,367,-25,-9.254,-1.57E+01,1,1
368,368,-27.25,-10.787,-1.65E+01,1,1
369,369,-28.75,-12.365,-1.64E+01,1,1
370,370,-30.25,-13.954,-1.63E+01,1,1
371,371,-31.25,-15.383,-1.59E+01,1,1
372,372,-32,-16.744,-1.53E+01,1,1
373,373,-32,-17.972,-1.40E+01,1,1
374,374,-32.375,-19.174,-1.32E+01,1,1
375,375,-33,-20.247,-1.28E+01,1,1
376,376,-33,-21.239,-1.18E+01,1,1
377,377,-33,-22.19,-1.08E+01,1,1
378,378,-33,-23.067,-9.93E+00,1,1
379,379,-34,-23.945,-1.01E+01,1,1
380,380,-34,-24.719,-9.28E+00,1,1
381,381,-34,-25.466,-8.53E+00,1,1
382,382,-34,-26.176,-7.82E+00,1,1
383,383,-33.875,-26.34,-7.53E+00,1,1
384,384,-32.375,-25.586,-6.79E+00,1,1
385,385,-20.75,-24.958,4.21E+00,1,1
386,386,-11.5,-24.384,1.29E+01,1,1
387,387,-14.875,-23.139,8.26E+00,1,1
388,388,-19.375,-21.745,2.37E+00,1,1
389,389,-23.5,-20.629,-2.87E+00,1,1
390,390,-26.875,-19.886,-6.99E+00,1,1
391,391,-28.625,-19.518,-9.11E+00,1,1
392,392,-30.375,-19.387,-1.10E+01,1,1
393,393,-31.75,-19.482,-1.23E+01,1,1
394,394,-32.875,-19.714,-1.32E+01,1,1
395,395,-33.75,-20.065,-1.37E+01,1,1
396,396,-34.125,-20.453,-1.37E+01,1,1
397,397,-35,-20.862,-1.41E+01,1,1
398,398,-35,-21.274,-1.37E+01,1,1
399,399,-35,-21.713,-1.33E+01,1,1
400,400,-35,-22.152,-1.28E+01,1,1
401,401,-35,-22.595,-1.24E+01,1,1
402,402,-35,-23.037,-1.20E+01,1,1
403,403,-35.25,-23.474,-1.18E+01,1,1
404,404,-35.5,-23.92,-1.16E+01,1,1
405,405,-35.625,-24.336,-1.13E+01,1,1
406,406,-36,-24.788,-1.12E+01,1,1
407,407,-36,-24.468,-1.15E+01,1,1
408,408,-35.25,-22.644,-1.26E+01,1,1
409,409,-18.5,-20.757,2.26E+00,1,1
410,410,-13,-18.755,5.75E+00,1,1
411,411,-17.875,-16.469,-1.41E+00,1,1
412,412,-23,-14.549,-8.45E+00,1,1
413,413,-27.5,-12.511,-1.50E+01,1,1
414,414,-30.25,-11.297,-1.90E+01,1,1
415,415,-33,-11.152,-2.18E+01,1,1
416,416,-35.125,-11.691,-2.34E+01,1,1
417,417,-36.625,-12.555,-2.41E+01,1,1
418,418,-37.5,-13.603,-2.39E+01,1,1
419,419,-38.125,-14.831,-2.33E+01,1,1
420,420,-39,-16.014,-2.30E+01,1,1
421,421,-39,-17.18,-2.18E+01,1,1
422,422,-39,-18.032,-2.10E+01,1,1
423,423,-39,-18.97,-2.00E+01,1,1
424,424,-39.125,-19.975,-1.91E+01,1,1
425,425,-39.875,-20.913,-1.90E+01,1,1
426,426,-40,-19.946,-2.01E+01,1,1
427,427,-39.875,-17.797,-2.21E+01,1,1
428,428,-17.125,-9.449,-7.68E+00,1,1
429,429,10.75,14.284,-3.53E+00,1,1
430,430,12.75,14.168,-1.42E+00,1,1
431,431,10.875,14.083,-3.21E+00,1,1
432,432,8.5,10.144,-1.64E+00,1,1
433,433,6.75,4.983,1.77E+00,1,1
434,434,5.75,3.226,2.52E+00,1,1
435,435,4.5,2.292,2.21E+00,1,1
436,436,2.875,1.21,1.67E+00,1,1
437,437,0.375,0.186,1.89E-01,1,1
438,438,-1,-0.911,-8.91E-02,1,1
439,439,-3.75,-1.962,-1.79E+00,1,1
440,440,-6.375,-2.859,-3.52E+00,1,1
441,441,-8.75,-3.737,-5.01E+00,1,1
442,442,-11,-4.568,-6.43E+00,1,1
443,443,-13,-5.44,-7.56E+00,1,1
444,444,-14.875,-6.365,-8.51E+00,1,1
445,445,-16.5,-7.298,-9.20E+00,1,1
446,446,-18.125,-8.308,-9.82E+00,1,1
447,447,-19.5,-9.398,-1.01E+01,1,1
448,448,-20.625,-10.489,-1.01E+01,1,1
449,449,-21.75,-11.619,-1.01E+01,1,1
450,450,-22.625,-12.672,-9.95E+00,1,1
451,451,-23.375,-13.779,-9.60E+00,1,1
452,452,-24,-14.853,-9.15E+00,1,1
453,453,-25,-15.58,-9.42E+00,1,1
454,454,-24.375,-12.727,-1.16E+01,1,1
455,455,-8.75,-10.68,1.93E+00,1,1
456,456,-4.625,-9.516,4.89E+00,1,1
457,457,-7.875,-9.211,1.34E+00,1,1
458,458,-11,-9.178,-1.82E+00,1,1
459,459,-14.125,-9.327,-4.80E+00,1,1
460,460,-17.375,-9.738,-7.64E+00,1,1
461,461,-20.75,-10.266,-1.05E+01,1,1
462,462,-23.375,-11.005,-1.24E+01,1,1
463,463,-25.5,-11.93,-1.36E+01,1,1
464,464,-27.125,-12.949,-1.42E+01,1,1
465,465,-28.375,-14.04,-1.43E+01,1,1
466,466,-29,-15.155,-1.38E+01,1,1
467,467,-29.125,-16.175,-1.29E+01,1,1
468,468,-30,-17.2,-1.28E+01,1,1
469,469,-30,-18.074,-1.19E+01,1,1
470,470,-30,-18.923,-1.11E+01,1,1
471,471,-30,-19.669,-1.03E+01,1,1
472,472,-30,-20.395,-9.61E+00,1,1
473,473,-30,-21.071,-8.93E+00,1,1
474,474,-30,-21.687,-8.31E+00,1,1
475,475,-30,-22.323,-7.68E+00,1,1
476,476,-30.5,-22.913,-7.59E+00,1,1
477,477,-31,-23.465,-7.53E+00,1,1
478,478,-31,-24.039,-6.96E+00,1,1
479,479,-31,-24.464,-6.54E+00,1,1
480,480,-28.375,-24.013,-4.36E+00,1,1
481,481,-19.375,-23.292,3.92E+00,1,1
482,482,-18.75,-22.472,3.72E+00,1,1
483,483,-20.875,-21.511,6.36E-01,1,1
484,484,-23.625,-20.625,-3.00E+00,1,1
485,485,-26.125,-19.938,-6.19E+00,1,1
486,486,-28,-19.532,-8.47E+00,1,1
487,487,-29.625,-19.41,-1.02E+01,1,1
488,488,-31.625,-19.619,-1.20E+01,1,1
489,489,-32.75,-20.043,-1.27E+01,1,1
490,490,-33.75,-20.652,-1.31E+01,1,1
491,491,-34,-21.325,-1.27E+01,1,1
492,492,-34,-22.024,-1.20E+01,1,1
493,493,-34,-22.698,-1.13E+01,1,1
494,494,-34,-23.334,-1.07E+01,1,1
495,495,-34,-23.988,-1.00E+01,1,1
496,496,-34,-24.567,-9.43E+00,1,1
497,497,-34,-25.114,-8.89E+00,1,1
498,498,-34,-25.643,-8.36E+00,1,1
499,499,-34,-26.157,-7.84E+00,1,1
500,500,-34,-26.661,-7.34E+00,1,1
501,501,-34,-27.114,-6.89E+00,1,1
502,502,-34,-27.554,-6.45E+00,1,1
503,503,-34.75,-27.316,-7.43E+00,1,1
504,504,-34.75,-24.101,-1.06E+01,1,1
505,505,-30,-23.134,-6.87E+00,1,1
506,506,-26.25,-23.394,-2.86E+00,1,1
507,507,-26.5,-23.143,-3.36E+00,1,1
508,508,-28.5,-22.86,-5.64E+00,1,1
509,509,-30.875,-22.784,-8.09E+00,1,1
510,510,-33,-22.915,-1.01E+01,1,1
511,511,-34.625,-23.312,-1.13E+01,1,1
512,512,-36,-23.857,-1.21E+01,1,1
513,513,-37,-24.527,-1.25E+01,1,1
514,514,-37,-25.216,-1.18E+01,1,1
515,515,-37,-25.133,-1.19E+01,1,1
516,516,-37,-25.269,-1.17E+01,1,1
517,517,-37,-25.974,-1.10E+01,1,1
518,518,-37,-26.595,-1.04E+01,1,1
519,519,-37,-27.111,-9.89E+00,1,1
520,520,-37,-27.544,-9.46E+00,1,1
