No,Time,Obs,Fitted,dual,Type,Position
1528,1528,-54,-50.283,-3.72E+00,1,1
1529,1529,-54,-50.66,-3.34E+00,1,1
1530,1530,-54,-51.013,-2.99E+00,1,1
1531,1531,-54,-51.356,-2.64E+00,1,1
1532,1532,-54,-51.682,-2.32E+00,1,1
1533,1533,-54,-51.992,-2.01E+00,1,1
1534,1534,-54,-51.025,-2.98E+00,1,1
1535,1535,-51,-44.195,-6.81E+00,1,1
1536,1536,-37.375,-37.527,1.52E-01,1,1
1537,1537,-33.5,-36.687,3.19E+00,1,1
1538,1538,-36.25,-38.078,1.83E+00,1,1
1539,1539,-38.5,-39.468,9.68E-01,1,1
1540,1540,-40.125,-40.699,5.74E-01,1,1
1541,1541,-41.5,-41.75,2.50E-01,1,1
1542,1542,-42.75,-42.607,-1.43E-01,1,1
1543,1543,-44,-43.325,-6.75E-01,1,1
1544,1544,-45,-43.947,-1.05E+00,1,1
1545,1545,-46,-44.476,-1.52E+00,1,1
1546,1546,-46.75,-44.933,-1.82E+00,1,1
1547,1547,-47,-45.338,-1.66E+00,1,1
1548,1548,-47,-45.715,-1.29E+00,1,1
1549,1549,-47.875,-46.056,-1.82E+00,1,1
1550,1550,-48,-46.371,-1.63E+00,1,1
1551,1551,-48,-46.666,-1.33E+00,1,1
1552,1552,-48,-46.945,-1.05E+00,1,1
1553,1553,-48.375,-47.214,-1.16E+00,1,1
1554,1554,-48.875,-47.477,-1.40E+00,1,1
1555,1555,-49,-47.731,-1.27E+00,1,1
1556,1556,-49,-41.601,-7.40E+00,1,1
1557,1557,-38.875,-32.236,-6.64E+00,1,1
1558,1558,-33.875,-31.516,-2.36E+00,1,1
1559,1559,-35.375,-33.116,-2.26E+00,1,1
1560,1560,-36.375,-34.342,-2.03E+00,1,1
1561,1561,-37.125,-34.348,-2.78E+00,1,1
1562,1562,-36.375,-33.404,-2.97E+00,1,1
1563,1563,-33.125,-33.221,9.61E-02,1,1
1564,1564,-34.125,-34.006,-1.19E-01,1,1
1565,1565,-35.5,-34.753,-7.47E-01,1,1
1566,1566,-36.625,-35.306,-1.32E+00,1,1
1567,1567,-37.875,-35.751,-2.12E+00,1,1
1568,1568,-38.5,-35.802,-2.70E+00,1,1
1569,1569,-39.25,-36.049,-3.20E+00,1,1
1570,1570,-40,-36.609,-3.39E+00,1,1
1571,1571,-40.75,-37.18,-3.57E+00,1,1
1572,1572,-41,-37.729,-3.27E+00,1,1
1573,1573,-42,-38.252,-3.75E+00,1,1
1574,1574,-42,-38.758,-3.24E+00,1,1
1575,1575,-42.75,-39.245,-3.50E+00,1,1
1576,1576,-43,-39.718,-3.28E+00,1,1
1577,1577,-43,-40.176,-2.82E+00,1,1
1578,1578,-43.625,-40.617,-3.01E+00,1,1
1579,1579,-44,-41.041,-2.96E+00,1,1
1580,1580,-44,-41.461,-2.54E+00,1,1
1581,1581,-44.5,-41.867,-2.63E+00,1,1
1582,1582,-45,-42.267,-2.73E+00,1,1
1583,1583,-45,-42.653,-2.35E+00,1,1
1584,1584,-45,-43.035,-1.97E+00,1,1
1585,1585,-45.75,-43.412,-2.34E+00,1,1
1586,1586,-46,-43.786,-2.21E+00,1,1
1587,1587,-46.75,-44.149,-2.60E+00,1,1
1588,1588,-47.5,-44.502,-3.00E+00,1,1
1589,1589,-48,-44.851,-3.15E+00,1,1
1590,1590,-48.5,-45.195,-3.30E+00,1,1
1591,1591,-49,-45.538,-3.46E+00,1,1
1592,1592,-49,-45.876,-3.12E+00,1,1
1593,1593,-49,-46.203,-2.80E+00,1,1
1594,1594,-49.5,-46.526,-2.97E+00,1,1
1595,1595,-50,-46.845,-3.15E+00,1,1
1596,1596,-50,-47.157,-2.84E+00,1,1
1597,1597,-50,-47.474,-2.53E+00,1,1
1598,1598,-50,-47.782,-2.22E+00,1,1
1599,1599,-50,-48.084,-1.92E+00,1,1
1600,1600,-50,-48.384,-1.62E+00,1,1
1601,1601,-50,-48.678,-1.32E+00,1,1
1602,1602,-50,-48.97,-1.03E+00,1,1
1603,1603,-50,-49.262,-7.38E-01,1,1
1604,1604,-50,-49.545,-4.55E-01,1,1
1605,1605,-50.5,-49.823,-6.77E-01,1,1
1606,1606,-51,-50.095,-9.05E-01,1,1
1607,1607,-51,-50.364,-6.36E-01,1,1
1608,1608,-51,-50.628,-3.72E-01,1,1
1609,1609,-48.75,-50.89,2.14E+00,1,1
1610,1610,-44.625,-51.15,6.52E+00,1,1
1611,1611,-44,-51.401,7.40E+00,1,1
1612,1612,-44,-51.648,7.65E+00,1,1
1613,1613,-44.875,-51.891,7.02E+00,1,1
1614,1614,-45.5,-52.13,6.63E+00,1,1
1615,1615,-46.25,-52.365,6.12E+00,1,1
1616,1616,-47,-52.595,5.59E+00,1,1
1617,1617,-47.75,-52.824,5.07E+00,1,1
1618,1618,-48,-53.051,5.05E+00,1,1
1619,1619,-48.125,-53.271,5.15E+00,1,1
1620,1620,-49,-53.487,4.49E+00,1,1
1621,1621,-49,-53.698,4.70E+00,1,1
1622,1622,-49,-53.903,4.90E+00,1,1
1623,1623,-49,-54.103,5.10E+00,1,1
1624,1624,-49,-54.297,5.30E+00,1,1
1625,1625,-49,-54.487,5.49E+00,1,1
1626,1626,-49,-54.67,5.67E+00,1,1
1627,1627,-49.875,-54.849,4.97E+00,1,1
1628,1628,-50,-55.018,5.02E+00,1,1
1629,1629,-50,-55.18,5.18E+00,1,1
1630,1630,-50,-54.733,4.73E+00,1,1
1631,1631,-48.125,-50.154,2.03E+00,1,1
1632,1632,-42.75,-43.549,7.99E-01,1,1
1633,1633,-43,-42.146,-8.54E-01,1,1
1634,1634,-43,-42.895,-1.05E-01,1,1
1635,1635,-43.75,-43.886,1.36E-01,1,1
1636,1636,-44.5,-44.8,3.00E-01,1,1
1637,1637,-45.5,-45.605,1.05E-01,1,1
1638,1638,-46.625,-46.283,-3.42E-01,1,1
1639,1639,-47.25,-46.854,-3.96E-01,1,1
1640,1640,-48,-47.369,-6.31E-01,1,1
1641,1641,-48,-47.806,-1.94E-01,1,1
1642,1642,-49,-48.186,-8.14E-01,1,1
1643,1643,-49,-48.527,-4.73E-01,1,1
1644,1644,-49,-48.836,-1.64E-01,1,1
1645,1645,-49,-49.126,1.26E-01,1,1
1646,1646,-49,-49.394,3.94E-01,1,1
1647,1647,-49,-49.648,6.48E-01,1,1
1648,1648,-49,-49.889,8.89E-01,1,1
1649,1649,-49,-50.122,1.12E+00,1,1
1650,1650,-49,-50.349,1.35E+00,1,1
1651,1651,-49.75,-50.569,8.19E-01,1,1
1652,1652,-50,-50.785,7.85E-01,1,1
1653,1653,-50,-51,1.00E+00,1,1
1654,1654,-50,-51.21,1.21E+00,1,1
1655,1655,-50,-51.001,1.00E+00,1,1
1656,1656,-43.25,-50.276,7.03E+00,1,1
1657,1657,-39.125,-50.208,1.11E+01,1,1
1658,1658,-39.375,-50.385,1.10E+01,1,1
1659,1659,-40.25,-50.615,1.04E+01,1,1
1660,1660,-41.25,-50.834,9.58E+00,1,1
1661,1661,-42.125,-51.014,8.89E+00,1,1
1662,1662,-43,-51.157,8.16E+00,1,1
1663,1663,-44,-51.261,7.26E+00,1,1
1664,1664,-44,-51.335,7.34E+00,1,1
1665,1665,-45,-43.77,-1.23E+00,1,1
1666,1666,-30.625,-32.831,2.21E+00,1,1
1667,1667,-24.5,-31.056,6.56E+00,1,1
1668,1668,-25.25,-31.618,6.37E+00,1,1
1669,1669,-26.25,-32.251,6.00E+00,1,1
1670,1670,-27,-32.886,5.89E+00,1,1
1671,1671,-27.5,-33.697,6.20E+00,1,1
1672,1672,-28.5,-34.521,6.02E+00,1,1
1673,1673,-29.5,-35.216,5.72E+00,1,1
1674,1674,-30.625,-35.719,5.09E+00,1,1
1675,1675,-31.375,-36.104,4.73E+00,1,1
1676,1676,-32.25,-36.406,4.16E+00,1,1
1677,1677,-33,-36.667,3.67E+00,1,1
1678,1678,-33.75,-36.905,3.15E+00,1,1
1679,1679,-34.25,-37.135,2.89E+00,1,1
1680,1680,-35,-37.369,2.37E+00,1,1
1681,1681,-35.375,-37.613,2.24E+00,1,1
1682,1682,-36,-37.88,1.88E+00,1,1
1683,1683,-37.125,-38.153,1.03E+00,1,1
1684,1684,-38.625,-38.434,-1.91E-01,1,1
1685,1685,-39.75,-38.725,-1.02E+00,1,1
1686,1686,-41,-39.026,-1.97E+00,1,1
1687,1687,-41.625,-39.341,-2.28E+00,1,1
1688,1688,-42.375,-39.672,-2.70E+00,1,1
1689,1689,-43,-40.02,-2.98E+00,1,1
1690,1690,-43,-40.374,-2.63E+00,1,1
1691,1691,-43.75,-40.736,-3.01E+00,1,1
1692,1692,-44,-41.098,-2.90E+00,1,1
1693,1693,-44,-41.465,-2.53E+00,1,1
1694,1694,-44,-41.829,-2.17E+00,1,1
1695,1695,-44.5,-42.189,-2.31E+00,1,1
1696,1696,-45,-42.54,-2.46E+00,1,1
1697,1697,-45,-42.884,-2.12E+00,1,1
1698,1698,-45,-43.225,-1.78E+00,1,1
1699,1699,-45,-43.344,-1.66E+00,1,1
1700,1700,-45,-43.268,-1.73E+00,1,1
1701,1701,-45.25,-43.514,-1.74E+00,1,1
1702,1702,-46,-43.857,-2.14E+00,1,1
1703,1703,-46,-44.213,-1.79E+00,1,1
1704,1704,-46,-44.563,-1.44E+00,1,1
1705,1705,-46,-44.907,-1.09E+00,1,1
1706,1706,-46.75,-45.242,-1.51E+00,1,1
1707,1707,-47,-45.462,-1.54E+00,1,1
1708,1708,-47,-45.455,-1.54E+00,1,1
1709,1709,-47,-45.515,-1.49E+00,1,1
1710,1710,-47.75,-45.781,-1.97E+00,1,1
1711,1711,-47.875,-45.982,-1.89E+00,1,1
1712,1712,-48,-42.375,-5.62E+00,1,1
1713,1713,-48,-37.846,-1.02E+01,1,1
1714,1714,-48,-38.272,-9.73E+00,1,1
1715,1715,-48,-39.207,-8.79E+00,1,1
1716,1716,-48,-40.166,-7.83E+00,1,1
1717,1717,-48,-41.043,-6.96E+00,1,1
1718,1718,-48,-41.84,-6.16E+00,1,1
1719,1719,-48,-42.57,-5.43E+00,1,1
1720,1720,-48,-43.241,-4.76E+00,1,1
1721,1721,-48,-43.867,-4.13E+00,1,1
1722,1722,-48,-44.44,-3.56E+00,1,1
1723,1723,-48,-44.967,-3.03E+00,1,1
1724,1724,-48,-45.464,-2.54E+00,1,1
1725,1725,-48,-45.941,-2.06E+00,1,1
1726,1726,-48.5,-46.391,-2.11E+00,1,1
1727,1727,-48.625,-46.809,-1.82E+00,1,1
1728,1728,-48.875,-47.212,-1.66E+00,1,1
1729,1729,-48.75,-47.597,-1.15E+00,1,1
1730,1730,-49,-47.961,-1.04E+00,1,1
1731,1731,-49,-48.31,-6.90E-01,1,1
1732,1732,-49,-48.639,-3.61E-01,1,1
1733,1733,-49,-47.736,-1.26E+00,1,1
1734,1734,-49,-45.147,-3.85E+00,1,1
1735,1735,-49,-44.159,-4.84E+00,1,1
1736,1736,-49,-44.475,-4.53E+00,1,1
1737,1737,-49,-43.331,-5.67E+00,1,1
1738,1738,-49,-41.325,-7.67E+00,1,1
1739,1739,-48.25,-41.738,-6.51E+00,1,1
1740,1740,-48,-42.531,-5.47E+00,1,1
1741,1741,-48,-26.283,-2.17E+01,1,1
1742,1742,-12.375,-23.309,1.09E+01,1,1
1743,1743,-18.25,-26.571,8.32E+00,1,1
1744,1744,-23.125,-29.149,6.02E+00,1,1
1745,1745,-26.75,-31.008,4.26E+00,1,1
1746,1746,-29.125,-32.301,3.18E+00,1,1
1747,1747,-31.5,-33.187,1.69E+00,1,1
1748,1748,-33.125,-33.768,6.43E-01,1,1
1749,1749,-34.625,-34.217,-4.08E-01,1,1
1750,1750,-35.75,-34.624,-1.13E+00,1,1
1751,1751,-36.75,-35.017,-1.73E+00,1,1
1752,1752,-37.875,-35.408,-2.47E+00,1,1
1753,1753,-38.625,-35.807,-2.82E+00,1,1
1754,1754,-39.375,-36.228,-3.15E+00,1,1
1755,1755,-40,-36.653,-3.35E+00,1,1
1756,1756,-41,-37.09,-3.91E+00,1,1
1757,1757,-41.625,-37.521,-4.10E+00,1,1
1758,1758,-42.25,-37.971,-4.28E+00,1,1
1759,1759,-43,-38.419,-4.58E+00,1,1
1760,1760,-44,-38.863,-5.14E+00,1,1
1761,1761,-44,-39.311,-4.69E+00,1,1
1762,1762,-44.75,-39.749,-5.00E+00,1,1
1763,1763,-45,-40.194,-4.81E+00,1,1
1764,1764,-45,-40.633,-4.37E+00,1,1
1765,1765,-45,-41.065,-3.94E+00,1,1
1766,1766,-45,-41.503,-3.50E+00,1,1
1767,1767,-45,-41.922,-3.08E+00,1,1
1768,1768,-45,-42.344,-2.66E+00,1,1
1769,1769,-45.375,-42.757,-2.62E+00,1,1
1770,1770,-46,-43.165,-2.83E+00,1,1
1771,1771,-46,-43.572,-2.43E+00,1,1
1772,1772,-46,-43.964,-2.04E+00,1,1
1773,1773,-46,-44.345,-1.65E+00,1,1
1774,1774,-46,-44.719,-1.28E+00,1,1
1775,1775,-46.125,-45.086,-1.04E+00,1,1
1776,1776,-47,-45.455,-1.55E+00,1,1
1777,1777,-47,-45.809,-1.19E+00,1,1
1778,1778,-47.125,-46.157,-9.68E-01,1,1
1779,1779,-48,-46.5,-1.50E+00,1,1
1780,1780,-48.5,-46.836,-1.66E+00,1,1
1781,1781,-49,-47.171,-1.83E+00,1,1
1782,1782,-49.5,-47.496,-2.00E+00,1,1
1783,1783,-50,-47.814,-2.19E+00,1,1
1784,1784,-50,-48.125,-1.88E+00,1,1
1785,1785,-50,-48.43,-1.57E+00,1,1
1786,1786,-50,-48.73,-1.27E+00,1,1
1787,1787,-50,-49.019,-9.81E-01,1,1
1788,1788,-50,-49.309,-6.91E-01,1,1
1789,1789,-50,-49.59,-4.10E-01,1,1
1790,1790,-50,-49.864,-1.36E-01,1,1
1791,1791,-50,-50.137,1.37E-01,1,1
1792,1792,-50,-50.402,4.02E-01,1,1
1793,1793,-50,-50.664,6.64E-01,1,1
1794,1794,-50,-50.922,9.22E-01,1,1
1795,1795,-50,-51.176,1.18E+00,1,1
1796,1796,-50,-51.422,1.42E+00,1,1
1797,1797,-50,-51.663,1.66E+00,1,1
1798,1798,-50,-50.311,3.11E-01,1,1
1799,1799,-49.75,-47.095,-2.66E+00,1,1
1800,1800,-48.75,-46.503,-2.25E+00,1,1
1801,1801,-48,-46.864,-1.14E+00,1,1
1802,1802,-48,-47.398,-6.02E-01,1,1
1803,1803,-48,-47.953,-4.70E-02,1,1
1804,1804,-48.625,-48.484,-1.41E-01,1,1
1805,1805,-49,-48.983,-1.68E-02,1,1
1806,1806,-50,-49.444,-5.56E-01,1,1
1807,1807,-50,-49.88,-1.20E-01,1,1
1808,1808,-50,-50.285,2.85E-01,1,1
1809,1809,-50,-50.664,6.64E-01,1,1
1810,1810,-50,-51.017,1.02E+00,1,1
1811,1811,-50,-51.353,1.35E+00,1,1
1812,1812,-50,-51.671,1.67E+00,1,1
1813,1813,-50,-51.966,1.97E+00,1,1
1814,1814,-50,-52.245,2.25E+00,1,1
1815,1815,-50,-52.511,2.51E+00,1,1
1816,1816,-50,-52.762,2.76E+00,1,1
1817,1817,-50,-53.006,3.01E+00,1,1
1818,1818,-50,-53.233,3.23E+00,1,1
1819,1819,-50,-53.451,3.45E+00,1,1
1820,1820,-50.125,-53.661,3.54E+00,1,1
1821,1821,-50.625,-53.865,3.24E+00,1,1
1822,1822,-50.875,-54.065,3.19E+00,1,1
1823,1823,-51,-54.256,3.26E+00,1,1
1824,1824,-51,-54.443,3.44E+00,1,1
1825,1825,-51,-54.625,3.62E+00,1,1
1826,1826,-51,-54.805,3.80E+00,1,1
1827,1827,-51,-54.974,3.97E+00,1,1
1828,1828,-51,-55.137,4.14E+00,1,1
1829,1829,-51,-55.109,4.11E+00,1,1
1830,1830,-51,-54.779,3.78E+00,1,1
1831,1831,-51,-54.123,3.12E+00,1,1
1832,1832,-51,-49.54,-1.46E+00,1,1
1833,1833,-46.75,-40.107,-6.64E+00,1,1
1834,1834,-40.75,-33.509,-7.24E+00,1,1
1835,1835,-34.75,-32.868,-1.88E+00,1,1
1836,1836,-35.625,-34.787,-8.38E-01,1,1
1837,1837,-36.75,-36.344,-4.06E-01,1,1
1838,1838,-37.625,-35.641,-1.98E+00,1,1
1839,1839,-34.625,-34.542,-8.33E-02,1,1
1840,1840,-33.5,-35.486,1.99E+00,1,1
1841,1841,-34,-35.222,1.22E+00,1,1
1842,1842,-31.125,-34.646,3.52E+00,1,1
1843,1843,-31.5,-35.291,3.79E+00,1,1
1844,1844,-32.625,-35.899,3.27E+00,1,1
1845,1845,-33.875,-36.597,2.72E+00,1,1
1846,1846,-34.875,-37.15,2.28E+00,1,1
1847,1847,-35.875,-37.596,1.72E+00,1,1
1848,1848,-36.875,-37.972,1.10E+00,1,1
1849,1849,-37.5,-38.296,7.96E-01,1,1
1850,1850,-38,-38.601,6.01E-01,1,1
1851,1851,-39,-38.895,-1.05E-01,1,1
1852,1852,-39,-39.186,1.86E-01,1,1
1853,1853,-39.875,-39.243,-6.32E-01,1,1
1854,1854,-40,-39.177,-8.23E-01,1,1
1855,1855,-31.25,-16.066,-1.52E+01,1,1
1856,1856,-2.25,-18.636,1.64E+01,1,1
1857,1857,-8,-22.182,1.42E+01,1,1
1858,1858,-12.375,-23.95,1.16E+01,1,1
1859,1859,-15.625,-24.703,9.08E+00,1,1
1860,1860,-18.75,-25.122,6.37E+00,1,1
1861,1861,-21.125,-25.497,4.37E+00,1,1
1862,1862,-23.375,-25.906,2.53E+00,1,1
1863,1863,-25.125,-26.352,1.23E+00,1,1
1864,1864,-26.625,-26.824,1.99E-01,1,1
1865,1865,-27.875,-27.31,-5.65E-01,1,1
1866,1866,-28.875,-27.812,-1.06E+00,1,1
1867,1867,-29.75,-28.338,-1.41E+00,1,1
1868,1868,-30.625,-28.862,-1.76E+00,1,1
1869,1869,-31.375,-29.409,-1.97E+00,1,1
1870,1870,-32,-29.953,-2.05E+00,1,1
1871,1871,-32.375,-30.482,-1.89E+00,1,1
1872,1872,-33,-31.029,-1.97E+00,1,1
1873,1873,-33.25,-31.556,-1.69E+00,1,1
1874,1874,-34,-32.084,-1.92E+00,1,1
1875,1875,-34.75,-32.6,-2.15E+00,1,1
1876,1876,-35.5,-33.095,-2.41E+00,1,1
1877,1877,-36,-33.593,-2.41E+00,1,1
1878,1878,-37,-34.066,-2.93E+00,1,1
1879,1879,-37.5,-34.563,-2.94E+00,1,1
1880,1880,-38,-35.054,-2.95E+00,1,1
1881,1881,-38,-35.542,-2.46E+00,1,1
1882,1882,-38,-36.039,-1.96E+00,1,1
1883,1883,-38,-36.5,-1.50E+00,1,1
1884,1884,-38.125,-36.956,-1.17E+00,1,1
1885,1885,-39,-37.392,-1.61E+00,1,1
1886,1886,-39,-37.82,-1.18E+00,1,1
1887,1887,-39,-38.24,-7.60E-01,1,1
1888,1888,-39,-38.631,-3.69E-01,1,1
1889,1889,-39,-39.011,1.13E-02,1,1
1890,1890,-39,-39.377,3.77E-01,1,1
1891,1891,-39.375,-39.734,3.59E-01,1,1
1892,1892,-40,-40.083,8.25E-02,1,1
1893,1893,-40,-40.415,4.15E-01,1,1
1894,1894,-40,-40.744,7.44E-01,1,1
1895,1895,-40,-41.06,1.06E+00,1,1
1896,1896,-40,-41.367,1.37E+00,1,1
1897,1897,-40.375,-41.673,1.30E+00,1,1
1898,1898,-41,-41.964,9.64E-01,1,1
1899,1899,-41,-42.247,1.25E+00,1,1
1900,1900,-41,-42.524,1.52E+00,1,1
1901,1901,-41,-42.796,1.80E+00,1,1
1902,1902,-41.75,-43.07,1.32E+00,1,1
1903,1903,-42,-43.331,1.33E+00,1,1
1904,1904,-42,-43.591,1.59E+00,1,1
1905,1905,-42,-43.846,1.85E+00,1,1
1906,1906,-42,-44.094,2.09E+00,1,1
1907,1907,-42,-44.339,2.34E+00,1,1
1908,1908,-42,-44.578,2.58E+00,1,1
1909,1909,-42,-44.811,2.81E+00,1,1
1910,1910,-42,-45.036,3.04E+00,1,1
1911,1911,-42,-45.255,3.26E+00,1,1
1912,1912,-42,-45.467,3.47E+00,1,1
1913,1913,-42,-45.669,3.67E+00,1,1
1914,1914,-42.5,-45.864,3.36E+00,1,1
1915,1915,-43,-46.056,3.06E+00,1,1
1916,1916,-43,-46.246,3.25E+00,1,1
1917,1917,-43,-46.435,3.44E+00,1,1
1918,1918,-43,-46.623,3.62E+00,1,1
1919,1919,-43.25,-46.811,3.56E+00,1,1
1920,1920,-44,-46.999,3.00E+00,1,1
1921,1921,-44,-47.189,3.19E+00,1,1
1922,1922,-44,-47.38,3.38E+00,1,1
1923,1923,-44.125,-47.57,3.45E+00,1,1
1924,1924,-44.875,-47.762,2.89E+00,1,1
1925,1925,-45,-47.958,2.96E+00,1,1
1926,1926,-45,-48.156,3.16E+00,1,1
1927,1927,-45.875,-48.355,2.48E+00,1,1
1928,1928,-46,-48.555,2.55E+00,1,1
1929,1929,-46,-48.755,2.76E+00,1,1
1930,1930,-46,-48.959,2.96E+00,1,1
1931,1931,-46,-49.167,3.17E+00,1,1
1932,1932,-46,-49.376,3.38E+00,1,1
1933,1933,-46,-49.584,3.58E+00,1,1
1934,1934,-46,-49.793,3.79E+00,1,1
1935,1935,-46,-50.002,4.00E+00,1,1
1936,1936,-46,-50.209,4.21E+00,1,1
1937,1937,-46,-50.412,4.41E+00,1,1
1938,1938,-46,-50.612,4.61E+00,1,1
1939,1939,-46,-50.807,4.81E+00,1,1
1940,1940,-46,-51.003,5.00E+00,1,1
1941,1941,-46,-51.195,5.20E+00,1,1
1942,1942,-46,-51.383,5.38E+00,1,1
1943,1943,-46,-51.569,5.57E+00,1,1
1944,1944,-46,-51.751,5.75E+00,1,1
1945,1945,-46.25,-51.929,5.68E+00,1,1
1946,1946,-47,-52.009,5.01E+00,1,1
1947,1947,-47,-50.941,3.94E+00,1,1
1948,1948,-47,-48.778,1.78E+00,1,1
1949,1949,-47,-48.457,1.46E+00,1,1
1950,1950,-47,-48.689,1.69E+00,1,1
1951,1951,-47,-49.055,2.05E+00,1,1
1952,1952,-47,-49.447,2.45E+00,1,1
1953,1953,-47.875,-49.832,1.96E+00,1,1
1954,1954,-48,-50.202,2.20E+00,1,1
1955,1955,-47.75,-50.55,2.80E+00,1,1
1956,1956,-47.125,-50.878,3.75E+00,1,1
1957,1957,-47.875,-51.19,3.31E+00,1,1
1958,1958,-48,-51.493,3.49E+00,1,1
1959,1959,-48,-51.776,3.78E+00,1,1
1960,1960,-48,-52.046,4.05E+00,1,1
1961,1961,-48,-52.305,4.31E+00,1,1
1962,1962,-48,-52.554,4.55E+00,1,1
1963,1963,-48,-52.795,4.79E+00,1,1
1964,1964,-48,-53.027,5.03E+00,1,1
1965,1965,-48,-53.059,5.06E+00,1,1
1966,1966,-48,-52.805,4.80E+00,1,1
1967,1967,-48,-52.855,4.86E+00,1,1
1968,1968,-48,-53.04,5.04E+00,1,1
1969,1969,-48,-53.261,5.26E+00,1,1
1970,1970,-48,-53.492,5.49E+00,1,1
1971,1971,-48.25,-53.72,5.47E+00,1,1
1972,1972,-49,-53.941,4.94E+00,1,1
1973,1973,-49,-54.157,5.16E+00,1,1
1974,1974,-49.5,-54.362,4.86E+00,1,1
1975,1975,-50,-54.56,4.56E+00,1,1
1976,1976,-50,-54.753,4.75E+00,1,1
1977,1977,-50,-54.935,4.93E+00,1,1
1978,1978,-50,-55.107,5.11E+00,1,1
1979,1979,-50,-55.273,5.27E+00,1,1
1980,1980,-50,-55.43,5.43E+00,1,1
1981,1981,-50,-55.58,5.58E+00,1,1
1982,1982,-50,-55.724,5.72E+00,1,1
1983,1983,-50,-55.862,5.86E+00,1,1
1984,1984,-50,-55.993,5.99E+00,1,1
1985,1985,-49.625,-55.258,5.63E+00,1,1
1986,1986,-49,-51.032,2.03E+00,1,1
1987,1987,-46.625,-45.771,-8.54E-01,1,1
1988,1988,-43.25,-44.394,1.14E+00,1,1
1989,1989,-42.125,-42.815,6.90E-01,1,1
1990,1990,-32.25,-38.662,6.41E+00,1,1
1991,1991,-18,-33.828,1.58E+01,1,1
1992,1992,-10.75,-32.774,2.20E+01,1,1
1993,1993,-18.875,-34.598,1.57E+01,1,1
1994,1994,-23.875,-36.186,1.23E+01,1,1
1995,1995,-27.25,-37.436,1.02E+01,1,1
1996,1996,-30.25,-38.288,8.04E+00,1,1
1997,1997,-32.5,-38.851,6.35E+00,1,1
1998,1998,-34.5,-39.246,4.75E+00,1,1
1999,1999,-36.125,-39.519,3.39E+00,1,1
2000,2000,-37.5,-39.713,2.21E+00,1,1
2001,2001,-38.25,-39.887,1.64E+00,1,1
2002,2002,-39,-40.063,1.06E+00,1,1
2003,2003,-39.75,-40.247,4.97E-01,1,1
2004,2004,-40,-40.454,4.54E-01,1,1
2005,2005,-40,-40.688,6.88E-01,1,1
2006,2006,-40,-40.707,7.07E-01,1,1
2007,2007,-40,-39.829,-1.71E-01,1,1
2008,2008,-40,-38.083,-1.92E+00,1,1
2009,2009,-38.25,-35.517,-2.73E+00,1,1
2010,2010,-27.25,-32.299,5.05E+00,1,1
2011,2011,-14.25,-30.397,1.61E+01,1,1
2012,2012,-7.333,-28.369,2.10E+01,1,1
2013,2013,-2,-25.953,2.40E+01,1,1
2014,2014,1.25,-24.949,2.62E+01,1,1
2015,2015,1.25,-25.059,2.63E+01,1,1
2016,2016,-3,-24.987,2.20E+01,1,1
2017,2017,-7.375,-24.509,1.71E+01,1,1
2018,2018,-9.5,-24.037,1.45E+01,1,1
